keen.timestamp,keen.created_at,keen.id,Category,CategoryExpanded,CategoryWhere,Collections,Copyright,Dimensions,Filename,Format,MediaIrn,Object,ObjectIrn,Size,TransactionID
2015-02-11T22:43:56.274Z,2015-02-11T22:43:56.274Z,54dbdb2ce0855719465dfe41,Blog,[Redacted],,Art,No known copyright restrictions,2804 x 5000,MA_I227797.3606x5000.jpg,JPEG,226347,Venus with Cupid shaping a bow,44157,3.89 MB,573b-e901-1c12-4936-476a
2015-02-11T22:45:48.878Z,2015-02-11T22:45:48.878Z,54dbdb9c2fd4b17f8d144e6c,Blog,[Redacted],,Art,No known copyright restrictions,4870 x 7248,MA_I209584.4870x7248.jpg,JPEG,207899,"Apollo, Daphne and Cupid",1121664,5.85 MB,0310-3bb7-7ba6-5312-c43c
2015-02-11T22:47:45.980Z,2015-02-11T22:47:45.980Z,54dbdc11d2eaaa1ca6e35d89,Blog,[Redacted],,Art,Creative Commons BY-NC-ND,1713 x 2400,MA_I010312.2400x2400.jpg,JPEG,417,Nymph and satyr,39956,2.85 MB,ae47-864c-33f7-9f50-7df8
2015-02-11T22:49:40.399Z,2015-02-11T22:49:40.399Z,54dbdc8459949a11689e9f5b,Blog,[Redacted],,Art,No known copyright restrictions,3600 x 4638,MA_I120893.jpg,JPEG,115690,Asteri&#233;,44570,19.84 MB,83fe-083a-28af-dd69-1c65
2015-02-16T21:11:19.784Z,2015-02-16T21:11:19.784Z,54e25cf7c1e0ab512a74eab9,Other,teachers resource kit,,Art,No known copyright restrictions,3894 x 3846,MA_I120885.jpg,JPEG,115606,Goblin market,44022,21.09 MB,3992-e6ef-b5b8-b074-9be7
2015-03-05T01:11:05.699Z,2015-03-05T01:11:05.699Z,54f7ad29c1e0ab6762d14687,School,Teaching a first year uni course with section on endemic NZ wildlife,,Insects,Creative Commons BY-NC-ND,6581 x 3903,MA_I066498.6581x3903.jpg,JPEG,63482,"Hemideina broughi (Buller,1896); holotype; holotype of Deinacrida broughi Buller, 1896",136077,18.91 MB,b23c-b6cf-80aa-a100-183f
2014-09-07T04:23:53.132Z,2014-09-07T04:23:53.132Z,540bddd9709a3920fd4fb855,School,teaching about history of Palmerston North - specifically re: the 1889 Post Office visible in the image,,Photography,No known copyright restrictions,3342 x 2334,MA_I243560.3342x2334.jpg,JPEG,242239,Palmerston North,216576,1.67 MB,d92d-aa05-f7c1-6936-825d
2014-06-09T01:03:17.162Z,2014-06-09T01:03:17.162Z,539507d505cd66124a297829,School,Teaching materials for class,,Art,No known copyright restrictions,3000 x 1995,MA_I005183.3000x3000.jpg,JPEG,21831,Akasaka. Plate No 37. From the series: Fifty-three stations of the Tokaido Road.,590168,4.57 MB,6db3-760f-1ffb-a2c6-8657
2014-06-09T01:05:35.782Z,2014-06-09T01:05:35.782Z,5395085f05cd6612579c5ff1,School,Teaching materials for class,,Art,No known copyright restrictions,3000 x 1995,MA_I005183.3000x3000.jpg,JPEG,21831,Akasaka. Plate No 37. From the series: Fifty-three stations of the Tokaido Road.,590168,4.57 MB,dede-7d3b-f83b-da13-adcc
2014-06-03T03:25:02.006Z,2014-06-03T03:25:02.006Z,538d400ed97b854fbf4384e0,Blog,test,[redacted],Fossil Vertebrates,Creative Commons BY-NC-ND,4368 x 2912,MA_I203495.4368x2912.jpg,JPEG,201752,"Fish, Osteichthyes ?",1056361,2.49 MB,8c07-c967-69f8-b505-3672
2015-03-26T03:07:26.426Z,2015-03-26T03:07:26.426Z,551377eec2266c4befb935cc,not-selected,test,,Photography,No known copyright restrictions,,MA_I059864.2400x2400.jpg,,57178,Robinshaw and Reid,363896,,1701-1c9c-2186-e5c0-5718
2014-12-16T22:34:34.015Z,2014-12-16T22:34:34.015Z,5490b37a90e4bd4fabaf36b5,Personal,testing the download option out :-),,Photography,No known copyright restrictions,350 x 268,MA_I020077.jpg,JPEG,13515,"[Timaru, from Roman Catholic Tower]",16766,0.05 MB,35e0-3aab-1f86-6558-70d6
2014-11-28T06:54:22.973Z,2014-11-28T06:54:22.973Z,54781c1ec9e16353ecf370dc,Research,testing the search and data retrieval system here,,Pacific Cultures,Creative Commons BY-NC-ND,1513 x 3000,MA_I036086.3000x3000.jpg,JPEG,33463,To’i (hafted adze),145390,1.79 MB,7e9e-2a71-70f7-867d-ca1f
2015-01-06T08:09:08.909Z,2015-01-06T08:09:08.909Z,54ab98246f31a27254330f73,Personal,Thames collector of info,,Photography,No known copyright restrictions,640 x 489,MA_I027158.647x495.jpg,JPEG,22936,Grahamstown,22952,0.06 MB,fc31-f812-d67e-10af-9756
2015-01-06T08:19:05.622Z,2015-01-06T08:19:05.622Z,54ab9a79c2266c3aec7aca73,Research,Thames Research - love anything on Thames,,Photography,No known copyright restrictions,3000 x 2323,MA_I011881.3000x3000.jpg,JPEG,2546,[Grahamstown],23130,4.82 MB,cbc2-8156-64f4-0559-94a4
2015-01-06T08:19:08.480Z,2015-01-06T08:19:08.480Z,54ab9a7c6f31a272aba7c581,Research,Thames Research - love anything on Thames,,Photography,No known copyright restrictions,3000 x 2323,MA_I011881.3000x3000.jpg,JPEG,2546,[Grahamstown],23130,4.82 MB,bedd-efb8-2ece-b821-be01
2014-08-31T23:51:50.699Z,2014-08-31T23:51:50.699Z,5403b5167d8cb96a10d43279,Blog,Thanks!,[redacted],Art,No known copyright restrictions,3894 x 3846,MA_I120885.jpg,JPEG,115606,Goblin market,44022,21.09 MB,c981-3edf-3861-10d0-10d8
2015-03-24T08:20:05.576Z,2015-03-24T08:20:05.576Z,55111e3590e4bd29a7f221e6,Personal,That is my ancestor's farm!,,Photography,No known copyright restrictions,9464 x 7975,MA_I061890.9464x7975.jpg,JPEG,59025,"Collett’s Farm, Petone",127515,16.11 MB,0039-dffd-6cc5-d845-e992
2015-03-24T01:35:41.064Z,2015-03-24T01:35:41.064Z,5510bf6d96773d386b09bac3,School,Thats it,,History,No known copyright restrictions,4841 x 7129,MA_I221768.4841x7129.jpg,JPEG,220228,"Poster, ’The &quot;Spirit of ANZAC&quot; Calls You’",780935,5.20 MB,30ed-f5e6-9a49-8504-6a2a
2014-06-04T01:02:01.349Z,2014-06-04T01:02:01.349Z,538e700973f4bb1815a98eca,Personal,[Redacted],,Photography,No known copyright restrictions,3000 x 2316,MA_I012380.3000x3000.jpg,JPEG,3203,"Blackstone Hill Station, Otago, NZ",23357,4.69 MB,f291-7881-4c1e-e6a2-7b6b
2014-12-15T19:44:41.089Z,2014-12-15T19:44:41.089Z,548f3a292fd4b11917b7628d,Other,The Ministry of Education / TKI First World War Inquiry Guides and Resources (English Medium),,History,No known copyright restrictions,4568 x 6731,MA_I344802.4568x6731.jpg,JPEG,345932,"Poster, ’The Empire Needs Men!’",1020691,11.36 MB,5f1a-46ba-7cfe-e1f6-fb0f
2015-02-04T05:51:47.456Z,2015-02-04T05:51:47.456Z,54d1b373d2eaaa381a6300a5,Personal,The moa is the wooly mammoth of New Zealand and looking at it makes me chuckle. This is going to be my desktop background.,,Fossil Vertebrates,Creative Commons BY-NC-ND,5436 x 4080,MA_I079468.5436x4080.jpg,JPEG,75897,"Coastal Moa, Euryapteryx curtus",713145,1.00 MB,84e9-0959-7ecf-1984-319b
2014-11-25T12:35:06.507Z,2014-11-25T12:35:06.507Z,5474777ae87596454aebf1a0,Print,[Redacted],,Photography,No known copyright restrictions,3469 x 5028,MA_I135588.jpg,JPEG,130709,The Naked Sword,439724,1.73 MB,7073-8eff-06f9-db38-9a29
2014-09-02T21:13:08.124Z,2014-09-02T21:13:08.124Z,540632e40727193622841948,Personal,[Redacted],,Photography,No known copyright restrictions,3934 x 2964,MA_I250340.3934x2964.jpg,JPEG,248990,Tararu Creek - Thames.  From the album: Views of New Zealand Scenery,358964,3.16 MB,1dbb-4c93-21d1-60d1-b73e
2014-06-13T23:28:22.147Z,2014-06-13T23:28:22.147Z,539b8916ce5e431cb85868ea,Other,Themed dinner invitation,,Photography,No known copyright restrictions,2408 x 3000,MA_I023856.3000x3000.jpg,JPEG,18586,Sir William Jervois,127661,3.69 MB,f53f-7b40-b7a1-5d5e-a5d1
2014-09-10T21:17:59.461Z,2014-09-10T21:17:59.461Z,5410c00707271941564319a1,Print,"These are beautiful prints and will serve to connect the inside of our villa both visually and historically with the plantings in our garden.  Brilliant, thank you!",,Art,No known copyright restrictions,5174 x 6855,MA_I308387.5174x6855.jpg,JPEG,308398,Pteris macilenta A. Richard,1295885,4.87 MB,273d-0bab-e3bc-717c-a37b
2015-01-22T00:51:33.250Z,2015-01-22T00:51:33.250Z,54c049953bc6960c690a8f68,Other,[Redacted],,Photography,No known copyright restrictions,3258 x 2202,MA_I243292.3258x2202.jpg,JPEG,241982,Eltham,217057,1.13 MB,1486-a407-7074-6e9d-577c
2015-01-22T00:53:21.782Z,2015-01-22T00:53:21.782Z,54c04a012fd4b17f5b8b2804,Other,[Redacted],,Photography,No known copyright restrictions,3268 x 2206,MA_I243297.3268x2206.jpg,JPEG,241987,"Co-op Dairy Factory, Eltham",217073,1.09 MB,fbbe-8ee0-56fc-5487-edcb
2015-03-15T23:32:41.784Z,2015-03-15T23:32:41.784Z,5506169990e4bd651d9c525b,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],History,No known copyright restrictions,2644 x 4000,MA_I186607.jpg,JPEG,184651,"Poster, ’Come into the ranks’",972040,2.35 MB,461a-7ed7-5dab-245f-b497
2015-03-15T23:33:07.888Z,2015-03-15T23:33:07.888Z,550616b346f9a7350b0fcbeb,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],History,No known copyright restrictions,4705 x 7129,MA_I221746.4705x7129.jpg,JPEG,220122,"Poster, ’Follow me!’",972021,8.38 MB,baa7-21f8-9bea-03e4-2edd
2015-03-15T23:33:40.941Z,2015-03-15T23:33:40.941Z,550616d459949a7dfcdf9f50,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],History,No known copyright restrictions,4568 x 6731,MA_I344802.4568x6731.jpg,JPEG,345932,"Poster, ’The Empire Needs Men!’",1020691,11.36 MB,be82-917d-e61f-8358-bf1f
2015-03-15T23:34:02.786Z,2015-03-15T23:34:02.786Z,550616ea90e4bd64fd455a90,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],Photography,No known copyright restrictions,3436 x 4658,MA_I261281.3436x4658.jpg,JPEG,260219,Portrait of Gerald Gower (left) and Alfred Featherston Gower (right),365536,4.19 MB,2c34-58ec-c991-5ac4-cfac
2015-03-15T23:34:23.410Z,2015-03-15T23:34:23.410Z,550616ff96773d79b0bd5fc7,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],Photography,No known copyright restrictions,3436 x 4658,MA_I261255.3436x4658.jpg,JPEG,260193,Portrait of Jack Langley Braddock,362516,9.19 MB,5d6e-3b1d-6e2a-e24f-f640
2015-03-15T23:34:42.824Z,2015-03-15T23:34:42.824Z,55061712672e6c39ab4dfbb4,Blog,These images will be used in a short overview film about the First World War and New Zealand's role in it.,[redacted],History,No known copyright restrictions,2078 x 3000,MA_I115312.jpg,JPEG,109898,Photograph of Private H. J. Rolfes,843135,1.94 MB,4ab3-2554-16a5-e32b-64b4
2015-03-03T07:08:17.625Z,2015-03-03T07:08:17.625Z,54f55de1672e6c251fa6d46c,Personal,They are my great great grandparents,,Photography,No known copyright restrictions,3436 x 4658,MA_I261346.3436x4658.jpg,JPEG,260284,Wedding portrait of John Frederick Taylor and  Maud Florence MacLeod (nee des Forges),371206,4.09 MB,1ccb-99f2-06cf-8e5b-0de7
2014-06-05T08:12:48.352Z,2014-06-05T08:12:48.352Z,5390268005cd661252ed8a75,Other,They are my inspiration for creative works,,Art,No known copyright restrictions,2305 x 3000,MA_I074559.jpg,JPEG,70944,Epacris(2species); Dracophyllum(1 species),527494,1.51 MB,a8d3-57bb-284d-580a-e09f
2014-10-26T11:52:18.948Z,2014-10-26T11:52:18.948Z,544ce07233e406701d37ab08,Other,thing of gif it up comp,,Photography,No known copyright restrictions,450 x 640,MA_I012512.453x643.jpg,JPEG,3386,Nature studies - 1929,117255,0.02 MB,33fc-5643-4c73-aef0-5ddd
2014-09-04T02:26:16.625Z,2014-09-04T02:26:16.625Z,5407cdc8709a39660ec34c6c,Research,This high resolution image allows me to see details I normally will have to be in person to view (Chain maille patterns and stitching patterns to name a few). Overall I wish to use this for my studies in world history.,,History,Creative Commons BY-NC-ND,2656 x 3992,MA_I006131.2656x3992.jpg,JPEG,4250,Samurai armour (Sendai-do no Gusoku),181321,9.45 MB,83cf-8144-fb84-0d0e-1a6f
2014-09-04T02:35:02.040Z,2014-09-04T02:35:02.040Z,5407cfd6bcb79c6185adf7a5,Research,This high resolution image allows me to see details I normally will have to be in person to view (Chain maille patterns and stitching patterns to name a few). Overall I wish to use this for my studies in world history.,,History,Creative Commons BY-NC-ND,3000 x 1996,MA_I006142.3000x3000.jpg,JPEG,1421,Samurai armour (Sendai-do no Gusoku),181321,7.25 MB,2717-7652-9df8-c3f5-5ee0
2014-09-04T03:02:18.774Z,2014-09-04T03:02:18.774Z,5407d63a0727193640236a6c,Research,This high resolution image allows me to see details I normally will have to be in person to view (Chain maille patterns and stitching patterns to name a few). Overall I wish to use this for my studies in world history.,,History,Creative Commons BY-NC-ND,2656 x 3992,MA_I006134.2656x3992.jpg,JPEG,12679,Samurai armour (Sendai-do no Gusoku),181321,8.92 MB,6c95-bdb8-08fe-0f24-bb26
2014-09-04T04:35:27.713Z,2014-09-04T04:35:27.713Z,5407ec0f709a396653ea642e,Research,This high resolution image allows me to see details I normally will have to be in person to view (Chain maille patterns and stitching patterns to name a few). Overall I wish to use this for my studies in world history.,,History,Creative Commons BY-NC-ND,3000 x 1996,MA_I006143.3000x3000.jpg,JPEG,9243,Samurai armour (Sendai-do no Gusoku),181321,5.57 MB,7f4e-e26f-b88d-478f-f9a4
2014-09-04T06:01:41.181Z,2014-09-04T06:01:41.181Z,5408004580a7bd3510b6b4a5,Research,This high resolution image allows me to see details I normally will have to be in person to view (Chain maille patterns and stitching patterns to name a few). Overall I wish to use this for my studies in world history.,,History,Creative Commons BY-NC-ND,3000 x 1996,MA_I006136.3000x3000.jpg,JPEG,2500,Samurai armour (Sendai-do no Gusoku),181321,5.62 MB,d0b3-c031-a3c1-c8b7-fbff
2014-11-29T08:39:53.567Z,2014-11-29T08:39:53.567Z,54798659e8759656076fec22,Personal,This image abuts to image 16008 to form panorama,,Photography,No known copyright restrictions,3000 x 2305,MA_I043579.3000x3000.jpg,JPEG,40704,Nelson,17371,4.53 MB,3f6b-3450-1947-7dca-945f
2014-07-01T00:31:12.958Z,2014-07-01T00:31:12.958Z,53b2015005cd66609c4a0b14,Research,"This image will probably be used for an article entitled 'The Historiorgraphy of the New Zealand landscape' for an online scholarly journal, History Compass.",,Plants,Creative Commons BY-NC-ND,1801 x 2400,MA_I041222.2400x2400.jpg,JPEG,38485,"Angiosperms, Phormium tenax J.R.Forst. &amp; G.Forst.",731423,2.68 MB,6587-bc3a-8c0d-fdee-b154
2014-07-01T00:32:12.183Z,2014-07-01T00:32:12.183Z,53b2018ce8759666413691ec,Research,"This image will probably be used for an article entitled 'The Historiorgraphy of the New Zealand landscape' for an online scholarly journal, History Compass.",,Plants,Creative Commons BY-NC-ND,1801 x 2400,MA_I041222.2400x2400.jpg,JPEG,38485,"Angiosperms, Phormium tenax J.R.Forst. &amp; G.Forst.",731423,2.68 MB,6b07-fcd6-ac54-03ef-e9bd
2015-01-03T23:18:54.516Z,2015-01-03T23:18:54.516Z,54a878de59949a2ec9a72196,Print,[Redacted],,Photography,No known copyright restrictions,6168 x 7960,MA_I307665.6168x7960.jpg,JPEG,307628,Ashender-Hurren wedding,455283,22.89 MB,c41e-b8c3-4d91-ce75-c2f5
2015-01-30T21:59:19.006Z,2015-01-30T21:59:19.006Z,54cbfeb7c1e0ab11e14425ca,School,[Redacted],,Photography,No known copyright restrictions,4677 x 6432,MA_I296061.4677x6432.jpg,JPEG,295840,Portrait of Francis Edward Beaufort,365929,3.98 MB,f3d3-7ed3-73be-d288-c647
2015-01-30T21:59:30.802Z,2015-01-30T21:59:30.802Z,54cbfec2e08557118650cc41,School,[Redacted],,Photography,No known copyright restrictions,4677 x 6432,MA_I296061.4677x6432.jpg,JPEG,295840,Portrait of Francis Edward Beaufort,365929,3.98 MB,914f-34dd-4cf0-bdab-56a4
2014-07-03T03:08:14.122Z,2014-07-03T03:08:14.122Z,53b4c91ebcb79c239e81b076,Personal,[Redacted],,Photography,No known copyright restrictions,1738 x 2400,MA_I012047.2400x2400.jpg,JPEG,2756,Mr Lorenzo Perico,353644,2.03 MB,a89f-bdd1-9a4a-2abe-aea8
2014-07-03T03:08:32.785Z,2014-07-03T03:08:32.785Z,53b4c93033e406168aa261cb,Personal,[Redacted],,Photography,No known copyright restrictions,1738 x 2400,MA_I012047.2400x2400.jpg,JPEG,2756,Mr Lorenzo Perico,353644,2.03 MB,312d-b624-174e-65ea-a338
2014-10-19T20:27:53.507Z,2014-10-19T20:27:53.507Z,54441ec936bca4787ed495a8,Print,"This is my [Redacted], we'd like to print a copy to to hand in our whare.",,Photography,No known copyright restrictions,402 x 640,MA_I085817.640x640.jpg,JPEG,81692,William Colenso,398780,0.25 MB,12d5-f76e-afcc-5580-dadd
2014-12-03T00:20:10.073Z,2014-12-03T00:20:10.073Z,547e573a2fd4b107471ff174,Print,"This is my [Redacted] who died in WW1. I am going to make a print and give to his parents for Christmas because they will love it! Thanks Te Papa, you guys are awesome :)",,Photography,No known copyright restrictions,6119 x 8264,MA_I282158.6119x8264.jpg,JPEG,281710,Copy of a portrait of William Darcy Davies,371625,6.75 MB,75ac-6257-84c6-5471-7ad6
2014-06-04T09:11:49.537Z,2014-06-04T09:11:49.537Z,538ee2d500111c53802d7310,Blog,[Redacted],[redacted],Photography,No known copyright restrictions,640 x 488,MA_I010450.640x640.jpg,JPEG,596,Ohinemutu,16153,0.18 MB,ce4d-d703-9fbc-1fd6-f960
2014-08-13T21:49:19.356Z,2014-08-13T21:49:19.356Z,53ebdd5fce5e432a3cb9904a,Research,"This is the ship J K Linton arrived on to work on farming 1913, later killed in WWI, with his widowed mother in Selkirk only relative.  I became interested when researching names on local memorial and knew his name was not local.  I am assembling info to pass to Selkirk archives to show he's not forgotten out here, with locals thinking highly enough of him to add his name to the Memorial.",,Photography,No known copyright restrictions,6615 x 4258,MA_I258757.6615x4258.jpg,JPEG,257669,R.M.S. Turakina,887547,3.95 MB,921b-f7a5-2813-d80d-bdd2
2014-12-27T23:47:14.556Z,2014-12-27T23:47:14.556Z,549f4502c1e0ab209dd7e98e,Personal,This looks very much like the view from our home on Hobson St. I'd like to see a better image to compare and possibly to print.,,Art,No known copyright restrictions,2400 x 1863,MA_I083151.jpg,JPEG,78734,View of a part of the town of Wellington.,137163,6.33 MB,9ff4-bf06-08d5-5f51-84ad
2014-12-28T03:49:44.676Z,2014-12-28T03:49:44.676Z,549f7dd859949a2e8d2ec457,Personal,This looks very similar to the view from our house on Hobson St,,Art,No known copyright restrictions,4986 x 3756,MA_I120557.jpg,JPEG,115351,"Wellington Harbour, N.Z.",41424,16.26 MB,e9bd-88b2-e95b-e201-a44a
2014-07-03T05:10:06.936Z,2014-07-03T05:10:06.936Z,53b4e5aed97b857c1f744394,Personal,This photo shows Hugh Calder and his men constructing the building on the right. He had  completed the neighbouring  building on other side the previous year.,,Photography,No known copyright restrictions,2835 x 1989,MA_I298469.jpg,JPEG,298302,"Princes Street, Dunedin",195737,1.53 MB,de3e-9295-1b6c-80cb-2190
2014-12-13T09:52:40.997Z,2014-12-13T09:52:40.997Z,548c0c6896773d75d6aa4620,Personal,This view is very close to the view from my house.  It could be from what is now Eglinton Rd.,,Art,No known copyright restrictions,2400 x 1621,MA_I064750.jpg,JPEG,61734,Dunedin,37702,0.92 MB,6143-832b-bb69-465b-19bc
2014-10-08T02:06:45.248Z,2014-10-08T02:06:45.248Z,54349c35bcb79c2148d944a6,Blog,This website is currently under development. it is being developed for non-profit use as a tool to help people doign pest control in NZ identify the presence of pests from field sign.,[redacted],Land Mammals,Creative Commons BY-NC-ND,4368 x 2912,MA_I227443.4368x2912.jpg,JPEG,225995,"Pacific rat, Rattus exulans",709099,1.74 MB,8b73-25f1-76a0-cbaa-8c0c
2014-10-08T02:07:07.544Z,2014-10-08T02:07:07.544Z,54349c4bc9e1637f28ec5c02,Blog,This website is currently under development. it is being developed for non-profit use as a tool to help people doign pest control in NZ identify the presence of pests from field sign.,[redacted],Land Mammals,Creative Commons BY-NC-ND,4368 x 2912,MA_I227443.4368x2912.jpg,JPEG,225995,"Pacific rat, Rattus exulans",709099,1.74 MB,8c4e-acbf-3e9c-fb2f-74c1
2015-01-22T19:39:52.834Z,2015-01-22T19:39:52.834Z,54c1520859949a0603f3da7e,Research,This will be part of my visual aids for a Speech that I am preparing for Toastmasters.,,Art,No known copyright restrictions,2400 x 1280,MA_I067123.jpg,JPEG,64118,"Colonial Museum, Wellington",145515,1.49 MB,6758-412c-517f-e34f-b4e2
2014-06-05T06:20:35.445Z,2014-06-05T06:20:35.445Z,53900c3305cd66127473d875,Other,This will be used for tasteful photo art. Thank you for sharing the collections in your museum!,,Photography,No known copyright restrictions,1744 x 2400,MA_I020046.2400x2400.jpg,JPEG,13473,Miss Hammond 12,378253,2.40 MB,7084-4958-51b7-cbca-5452
2014-06-05T05:57:29.313Z,2014-06-05T05:57:29.313Z,539006c973f4bb2e01f9e463,Other,This will be used to create tasteful photo art.,,Photography,No known copyright restrictions,3254 x 5000,MA_I247843.3551x5000.jpg,JPEG,246610,Woman,273436,4.47 MB,bd64-9893-c981-4b6b-78ba
2014-06-05T05:52:34.197Z,2014-06-05T05:52:34.197Z,539005a205cd6612204752d8,Other,This will be used to create tasteful photo art. Thank you for sharing the museum collection with the world.,,Photography,No known copyright restrictions,5000 x 3825,MA_I223439.5000x5000.jpg,JPEG,221896,Unknown Samoan woman,211550,2.46 MB,5680-48c7-dc85-85af-6dcb
2014-06-18T01:11:47.412Z,2014-06-18T01:11:47.412Z,53a0e75373f4bb2cb9340954,Blog,Thumbnail image for audio,[redacted],Art,No known copyright restrictions,1720 x 2160,MA_I297225.jpg,JPEG,297056,Windy weather,39509,1.32 MB,ea5c-4dec-c604-730d-04c7
2015-03-05T20:24:45.215Z,2015-03-05T20:24:45.215Z,54f8bb8d90e4bd04c65d964b,Blog,Thumbnail image for audio piece,[redacted],Photography,No known copyright restrictions,6028 x 5068,MA_I162736.jpg,JPEG,158240,"Seascape, Napier. From the album: Camera Pictures of New Zealand",961275,4.60 MB,216b-d0fb-770b-6238-a4d0
2014-10-12T22:31:15.548Z,2014-10-12T22:31:15.548Z,543b0133e861706f7f68b9be,not-selected,"To accompany a short article about the Trans-Tasman Telegraph cable being added to the IPENZ Engineering Heritage register, in monthly Member journal Engineering Dimension. Distribution around 10,000 Members",,Photography,No known copyright restrictions,8052 x 6253,MA_I263887.8052x6253.jpg,JPEG,262830,"Cable Station, Cable Bay",19246,11.09 MB,9d5e-8444-07f0-7ee9-78a9
2014-10-23T21:07:01.868Z,2014-10-23T21:07:01.868Z,54496df50727192380f61420,School,To be shown on screen in an evening class,,Art,No known copyright restrictions,3402 x 4380,MA_I120994.jpg,JPEG,115743,The jockey,44598,20.56 MB,c523-08de-d2b8-a318-cf98
2014-10-15T09:20:22.079Z,2014-10-15T09:20:22.079Z,543e3c56709a3944fe981aae,Other,To be used as a prop in the Wellington Repertory Theatre production of Blackadder Goes Forth. ,,Archives - Collected,No known copyright restrictions,4846 x 6488,MA_I271290.4846x6488.jpg,JPEG,270382,The Camp Courier The &quot;Soldier Boys&quot; Own Paper,909407,8.70 MB,750e-6f70-6a13-9545-cfb8
2014-10-15T09:20:30.167Z,2014-10-15T09:20:30.167Z,543e3c5e80a7bd066dd5be14,Other,To be used as a prop in the Wellington Repertory Theatre production of Blackadder Goes Forth. ,,Archives - Collected,No known copyright restrictions,4884 x 6487,MA_I271274.4884x6487.jpg,JPEG,270379,The Camp Courier The &quot;Soldier Boys&quot; Own Paper,909407,8.47 MB,e656-5a80-0ab9-7855-2e32
2014-11-24T04:25:36.619Z,2014-11-24T04:25:36.619Z,5472b34080a7bd112237ccef,Book,To be used in a biography of James Hector who was the organiser of this exhibition,,Photography,No known copyright restrictions,10784 x 8320,MA_I341403.10784x8320.jpg,JPEG,342417,"[Industrial Exhibition Building, Wellington]",18814,15.73 MB,4f17-c986-549a-f82f-d8eb
2015-03-27T08:09:13.246Z,2015-03-27T08:09:13.246Z,5515102959949a79ba9ebcf0,Other,[Redacted],,History,No known copyright restrictions,4568 x 6731,MA_I344802.4568x6731.jpg,JPEG,345932,"Poster, ’The Empire Needs Men!’",1020691,11.36 MB,20a9-4ba3-1b06-5563-c9f9
2014-06-11T05:43:41.332Z,2014-06-11T05:43:41.332Z,5397ec8d05cd662ed10b8465,Research,To compare to ferns of Vanuatu,,Plants,Creative Commons BY-NC-ND,2592 x 1944,MA_I187310.JPG,JPEG,185423,"Fern, Lomagramma polyphylla Brack.",1078181,2.27 MB,5c54-550f-5d8c-0b3e-e36d
2014-07-29T07:29:58.803Z,2014-07-29T07:29:58.803Z,53d74d760727192b27788603,Personal,To create an art show on my big screen telly!,,Art,Creative Commons BY-NC-ND,5126 x 6728,MA_I180161.5126x6728.jpg,JPEG,178114,Makaro,40780,25.08 MB,8ed9-6053-ac47-12c2-198b
2014-07-28T23:59:04.566Z,2014-07-28T23:59:04.566Z,53d6e3c8248196481f4270a4,Blog,To go alongside story about H series photographs,[redacted],Archives - Museum,No known copyright restrictions,4486 x 6944,MA_I339934.4486x6944.jpg,JPEG,340949,Re: Purchase of photographs Series No. 526 &amp; 527 taken in France,1444307,23.92 MB,7885-a8a8-a142-9708-9efe
2014-07-28T23:59:21.868Z,2014-07-28T23:59:21.868Z,53d6e3d924819647fb27368c,Blog,To go alongside story about H series photographs,[redacted],Archives - Museum,No known copyright restrictions,4486 x 6944,MA_I339934.4486x6944.jpg,JPEG,340949,Re: Purchase of photographs Series No. 526 &amp; 527 taken in France,1444307,23.92 MB,9360-9f88-539f-f4ba-67ca
2014-07-28T23:57:12.471Z,2014-07-28T23:57:12.471Z,53d6e35824819647fb272cdb,Blog,To go with story on H Series photos,[redacted],Archives - Museum,No known copyright restrictions,4486 x 6944,MA_I339934.4486x6944.jpg,JPEG,340949,Re: Purchase of photographs Series No. 526 &amp; 527 taken in France,1444307,23.92 MB,7559-4b4a-2dc2-3980-5642
2014-07-28T23:57:43.259Z,2014-07-28T23:57:43.259Z,53d6e37724819648288b4883,Blog,To go with story on H Series photos,[redacted],Archives - Museum,No known copyright restrictions,4486 x 6944,MA_I339934.4486x6944.jpg,JPEG,340949,Re: Purchase of photographs Series No. 526 &amp; 527 taken in France,1444307,23.92 MB,9d3e-d6b7-482e-574c-3bec
2015-01-18T06:20:35.705Z,2015-01-18T06:20:35.705Z,54bb50b3d2eaaa0fb0bb248c,Personal,To help myself  understands my own aganuu ,,Pacific Cultures,Creative Commons BY-NC-ND,5992 x 5133,MA_I312783.5992x5133.jpg,JPEG,312946,O le Tusi FAALUPEGA o Samoa,1094507,2.01 MB,d2c3-8bde-552a-1d7f-c919
2014-06-12T03:25:48.091Z,2014-06-12T03:25:48.091Z,53991dbcce5e4316ae514ffc,Research,To identify NZ fauna. ,,Insects,Creative Commons BY-NC-ND,2848 x 4272,MA_I162323.2848x4272.jpg,JPEG,157823,"Hydrogamasus kensleri Luxton, 1967; holotype",124955,1.52 MB,a9d3-37af-4cb5-5485-d948
