keen.timestamp,keen.created_at,keen.id,Category,CategoryExpanded,CategoryWhere,Collections,Copyright,Dimensions,Filename,Format,MediaIrn,Object,ObjectIrn,Size,TransactionID
2015-01-21T14:39:21.617Z,2015-01-21T14:39:21.617Z,54bfba1990e4bd3a1c7b8a49,Other,[redacted],,Photography,No known copyright restrictions,3000 x 2009,MA_I065125.6588x4411.jpg,JPEG,62106,&quot;Cleopatra&quot; in Domain Cricket Ground,538276,5.01 MB,e754-bc89-45f2-2177-0246
2014-07-10T01:17:28.191Z,2014-07-10T01:17:28.191Z,53bde9a833e4060492b80e6f,Research,[redacted],,Photography,No known copyright restrictions,4678 x 3438,MA_I246149.4678x3438.jpg,JPEG,244917,"Princes Street, Dunedin in 1861",192985,3.95 MB,1c3a-a141-eb30-838b-9e4a
2014-07-10T01:19:02.272Z,2014-07-10T01:19:02.272Z,53bdea0607271972e2ed9d49,Research,[redacted],,Photography,No known copyright restrictions,4678 x 3438,MA_I246149.4678x3438.jpg,JPEG,244917,"Princes Street, Dunedin in 1861",192985,3.95 MB,6d4e-9032-3c91-b292-c3d9
2014-07-10T01:19:51.436Z,2014-07-10T01:19:51.436Z,53bdea37ce5e435d83dc9cc7,Research,[redacted],,Photography,No known copyright restrictions,4678 x 3438,MA_I246149.4678x3438.jpg,JPEG,244917,"Princes Street, Dunedin in 1861",192985,3.95 MB,2d10-852f-9f1e-b65e-a7d4
2014-07-10T01:20:33.629Z,2014-07-10T01:20:33.629Z,53bdea6100111c4b0c21f74d,Research,[redacted],,Photography,No known copyright restrictions,4678 x 3438,MA_I246149.4678x3438.jpg,JPEG,244917,"Princes Street, Dunedin in 1861",192985,3.95 MB,54f7-89a3-7ce4-118c-4fe5
2014-07-10T01:20:37.825Z,2014-07-10T01:20:37.825Z,53bdea65d97b856770ed72c4,Research,[redacted],,Photography,No known copyright restrictions,4678 x 3438,MA_I246149.4678x3438.jpg,JPEG,244917,"Princes Street, Dunedin in 1861",192985,3.95 MB,7842-3700-1517-c91c-02aa
2014-10-29T07:18:30.434Z,2014-10-29T07:18:30.434Z,545094c67d8cb97a2c8b826a,Other,"A boat. This one, in fact. Not a scale model, though: full-size.",,Pacific Cultures,Creative Commons BY-NC-ND,5436 x 4080,MA_I067895.5436x4080.jpg,JPEG,64856,Model pahi (sailing canoe from Tuamotu),747347,3.09 MB,9a5c-31af-1623-bc75-1aab
2014-10-29T07:18:36.663Z,2014-10-29T07:18:36.663Z,545094cce861704bd692b88d,Other,"A boat. This one, in fact. Not a scale model, though: full-size.",,Pacific Cultures,Creative Commons BY-NC-ND,5436 x 4080,MA_I067893.5436x4080.jpg,JPEG,64854,Model pahi (sailing canoe from Tuamotu),747347,3.51 MB,097e-a1dc-20a2-62ba-303f
2014-06-04T19:38:26.317Z,2014-06-04T19:38:26.317Z,538f75b236bf5a0ff5cf44dd,Research,a class project,,Photography,No known copyright restrictions,640 x 486,MA_I028508.649x493.jpg,JPEG,24729,Girls College Nelson,22991,0.05 MB,2537-9286-b926-da40-a5df
2015-02-22T21:22:05.290Z,2015-02-22T21:22:05.290Z,54ea487de085570998a3f29e,Print,A direct descendant from Henry and Elizabeth  Collett,,Photography,No known copyright restrictions,9464 x 7975,MA_I061890.9464x7975.jpg,JPEG,59025,"Collett’s Farm, Petone",127515,16.11 MB,cd45-3dff-960b-8bc8-e937
2014-06-26T22:09:15.399Z,2014-06-26T22:09:15.399Z,53ac9a0b00111c6eed6f50f0,Research,A molecular phylogenetic study of Isolepis.,,Plants,Creative Commons BY-NC-ND,1597 x 2400,MA_I034649.2400x2400.jpg,JPEG,32001,"Angiosperms, Isolepis aucklandica Hook.f.; isolectotype of Isolepis subcucullata Berggr.",701283,2.00 MB,bc12-5c15-eb65-4df1-a0f3
2014-06-23T13:39:34.231Z,2014-06-23T13:39:34.231Z,53a82e1605cd662c63c81973,Other,A newsletter publication,,Art,No known copyright restrictions,2400 x 1871,MA_I056219.jpg,JPEG,53489,The birds,152789,0.99 MB,2e2e-f09b-fe47-f9be-d0bf
2014-09-24T21:17:03.982Z,2014-09-24T21:17:03.982Z,542334cf36bca4055c287381,Other,A poster in the Library,,History,No known copyright restrictions,4616 x 6731,MA_I221618.4616x6731.jpg,JPEG,220141,"Poster, ’The Empire Needs Men!’",1020691,11.37 MB,a14b-00bd-df96-520a-1a21
2014-08-12T06:51:48.850Z,2014-08-12T06:51:48.850Z,53e9b984c9e163024ef3a900,School,A presentation on Alfred Burton's colonial photography,,Photography,No known copyright restrictions,640 x 488,MA_I016283.640x640.jpg,JPEG,8443,"[Milford Sound, Mitre Peak]",22760,0.16 MB,1e76-45c7-a9e5-f639-49f7
2015-03-10T18:09:31.911Z,2015-03-10T18:09:31.911Z,54ff335be08557474a2b67d2,Personal,A relative sailed on this ship from Sydney to San Francisco in 1909,,Photography,No known copyright restrictions,7999 x 6159,MA_I310529.7999x6159.jpg,JPEG,310589,N.Z.S. Co.s &quot;Aorangi&quot; in dock at Lyttleton,19130,11.03 MB,ccdc-32de-7ab5-877c-7e51
2015-03-26T22:41:17.611Z,2015-03-26T22:41:17.611Z,55148b0d46f9a71448f49744,Personal,A relative who emigrated from Cheshire to New Zealand,,Photography,No known copyright restrictions,3436 x 4658,MA_I261269.3436x4658.jpg,JPEG,260207,"Portrait of Arthur Gamon, Amy Gamon and their daughter Kathleen Gamon",363997,9.15 MB,1e76-9e1d-0cda-9bec-2b5f
2015-03-01T15:22:39.474Z,2015-03-01T15:22:39.474Z,54f32ebf96773d64c650764b,Blog,A site on living and fossil Olividae and Olivellidae,[redacted],Molluscs,Creative Commons BY-NC-ND,1800 x 2400,MA_I051934.2400x2400.jpg,JPEG,49233,"Amalda electa (Marwick, 1929); holotype; holotype of Baryspira electa Marwick, 1929",150674,0.97 MB,512c-f563-98de-a6e6-c4e2
2014-09-07T06:38:28.673Z,2014-09-07T06:38:28.673Z,540bfd647d8cb929cdc3d8c4,Research,A thesis on The History of the Rural Kitchen,,Photography,No known copyright restrictions,640 x 468,MA_I012791.655x479.jpg,JPEG,3769,"[Washing the dishes, Cheslyn Rise farm]",111470,0.03 MB,3add-9cb0-3f19-0329-a321
2014-08-12T05:36:41.270Z,2014-08-12T05:36:41.270Z,53e9a7e900111c3b59d5511b,Other,ACC WW1 Heritage Trail Panel on Queen Street,,History,No known copyright restrictions,3979 x 4761,MA_I221756.3979x4761.jpg,JPEG,220250,"Poster, ’Why More Men Are Needed’",1142190,2.97 MB,c33b-901f-429c-1d28-c207
2015-03-18T23:06:28.067Z,2015-03-18T23:06:28.067Z,550a04f4c1e0ab047157d884,School,"Actually just testing to see what resolution this is, and whether it's in RGB...",,Photography,No known copyright restrictions,9517 x 7919,MA_I061917.9517x7919.jpg,JPEG,59053,"Pakuratahi [Pukuratahi], looking toward Wellington, Wellington and Masterton Road, NZ",127859,16.15 MB,290e-1385-36b7-a0e2-f586
2015-03-25T17:49:42.047Z,2015-03-25T17:49:42.047Z,5512f5362fd4b13e102af854,Blog,Adding to Online Cenotaph,[redacted],Archives - Collected,No known copyright restrictions,2726 x 4420,MA_I213867.2726x4420.jpg,JPEG,212266,Major E.P. Cox,1053848,3.56 MB,2c6c-b684-90f0-1956-8ed4
2015-03-12T02:13:11.171Z,2015-03-12T02:13:11.171Z,5500f637c2266c0bce1ceef7,Blog,"Always looking for digital content to share with our fans and members. We want to make sure we are following usage guidelines, so it's important to know how/where images can be used. The Te Papa collection does a great job with that -- I wish there were more NZ-related collections like this.",[redacted],Photography,No known copyright restrictions,5194 x 3444,MA_I250638.5194x3444.jpg,JPEG,249403,"Rangitoto, Auckland",424228,3.98 MB,c5ae-73c5-ded2-5357-8f08
2014-08-14T06:25:25.096Z,2014-08-14T06:25:25.096Z,53ec5655d97b8529f476305b,Personal,Always looking for new Thames businesses,,Photography,No known copyright restrictions,6100 x 4766,MA_I209544.6100x4766.jpg,JPEG,207890,View of the Hape Creek. From the album: Views of the Thames Gold Fields; American Photographic Company,830334,5.39 MB,ef15-5038-97cd-1e70-1ee3
2014-08-14T06:30:15.339Z,2014-08-14T06:30:15.339Z,53ec57773831444639933871,Personal,Always looking for new Thames businesses,,Photography,No known copyright restrictions,6100 x 4766,MA_I209544.6100x4766.jpg,JPEG,207890,View of the Hape Creek. From the album: Views of the Thames Gold Fields; American Photographic Company,830334,5.39 MB,cc87-aacc-32da-50b8-c71f
2015-03-10T05:49:17.660Z,2015-03-10T05:49:17.660Z,54fe85dd96773d31b19ab420,Blog,Am planning on downloading to subsequently upload into Wikipedia as part of my contribution to #artandfeminism Wikipedia Editathon,[redacted],Art,No known copyright restrictions,2400 x 1672,MA_I081837.jpg,JPEG,77947,Roses (white),40797,6.73 MB,33b6-fce5-569f-f7e5-3a3a
2014-06-12T04:29:04.156Z,2014-06-12T04:29:04.156Z,53992c9005cd662ed123b5c6,Print,"Amazing to have these images available for use. History, general interest, beautiful images. Great",,Photography,No known copyright restrictions,3000 x 2009,MA_I065125.3000x3000.jpg,JPEG,62106,&quot;Cleopatra&quot; in Domain Cricket Ground,538276,5.01 MB,3076-3536-30f9-ac2f-5476
2014-08-12T00:35:26.983Z,2014-08-12T00:35:26.983Z,53e9614e36bca40bc810db4f,Book,An article for Art New Zealand,,Art,Creative Commons BY-NC-ND,2715 x 2493,MA_I222905.jpg,JPEG,221404,"Counting the catch, St. Ives",36027,1.70 MB,b934-0931-861c-7f3e-e4d9
2014-08-12T00:40:08.575Z,2014-08-12T00:40:08.575Z,53e96268e8759626465f8824,Book,An article in Art New Zealand,,Art,No known copyright restrictions,5206 x 6440,MA_I214587.5206x6440.jpg,JPEG,212991,Carnglaze St.,41444,8.27 MB,fb1f-0991-3482-70d6-06e8
2014-06-05T01:00:05.330Z,2014-06-05T01:00:05.330Z,538fc115d97b8503fee46864,Blog,An example of a public domain image,[redacted],Art,No known copyright restrictions,2400 x 1741,MA_I064764.jpg,JPEG,61748,North Island brown kiwi (Apteryx mantelli),159923,1.16 MB,71d6-23ea-4a7b-2f2e-7d64
2015-03-17T12:48:15.551Z,2015-03-17T12:48:15.551Z,5508228f90e4bd5575367155,not-selected,Anazc Display in Qatar,,History,No known copyright restrictions,4841 x 7129,MA_I221768.4841x7129.jpg,JPEG,220228,"Poster, ’The &quot;Spirit of ANZAC&quot; Calls You’",780935,5.20 MB,b96b-2595-1709-6635-6f1c
2014-12-01T00:23:52.324Z,2014-12-01T00:23:52.324Z,547bb5182481964925e09075,Personal,Ancestors were married in this church and want to add the picture to my family tree,,Photography,No known copyright restrictions,489 x 640,MA_I024350.495x647.jpg,JPEG,19224,"St Paul’s Church (Presbyterian), Napier",17646,0.06 MB,4a36-5929-3c3a-00d6-bbe1
2014-08-03T23:37:35.485Z,2014-08-03T23:37:35.485Z,53dec7bfe875962296298890,Research,Another image to be used in a collection of the 18 Carnegie Libraries erected in New Zealand by artist [redacted],,Photography,No known copyright restrictions,640 x 487,MA_I027588.647x493.jpg,JPEG,23499,"Carnegie Library, Dunedin N.Z.",19029,0.05 MB,ae65-2595-844f-e917-7aac
2014-08-03T23:38:58.279Z,2014-08-03T23:38:58.279Z,53dec812c9e1637beb5dbb2c,Research,Another image to be used in a collection of the 18 Carnegie Libraries erected in New Zealand by artist [redacted],,Photography,No known copyright restrictions,640 x 487,MA_I027588.647x493.jpg,JPEG,23499,"Carnegie Library, Dunedin N.Z.",19029,0.05 MB,dcf9-fb16-ba9f-b2dd-8264
2015-03-13T04:30:37.879Z,2015-03-13T04:30:37.879Z,550267ed3bc696461dc80b00,Personal,"Another interesting link between Louis Cohen of Whanganui and this artist whose prints Cohen helped to rescue in the 1920's.
We have an e-book in development about Louis Cohen and his behind-the-scenes impact on NZ during his lifetime. We'll keep you posted, and credited, as things develop. If you'd like to know more you can email us at [redacted]",,Art,No known copyright restrictions,6964 x 2707,MA_I278378.6964x2707.jpg,JPEG,277633,Wanganui Town,43790,1.99 MB,95d3-dc20-be56-3ea3-9d1d
2015-03-19T06:05:23.186Z,2015-03-19T06:05:23.186Z,550a67232fd4b15cdf347371,Personal,[redacted],,History,Creative Commons BY-NC-ND,3564 x 4656,MA_I115254.3564x4656.jpg,JPEG,109912,Nurse’s bonnet,49652,3.34 MB,a772-4ee6-6263-6bf5-924f
2015-03-17T13:04:39.728Z,2015-03-17T13:04:39.728Z,5508266759949a674b173ea5,not-selected,ANZAC Day Display in Qatar,,Philatelic,Creative Commons BY-NC-ND,640 x 418,MA_I339461.3012x1968.jpg,JPEG,340459,"Postcard, ’Field Service Post Card’, WWI",1338874,0.18 MB,59d4-bb55-d53c-3b51-dd78
2015-03-17T13:04:45.440Z,2015-03-17T13:04:45.440Z,5508266dd2eaaa2ce79035d5,not-selected,ANZAC Day Display in Qatar,,Philatelic,Creative Commons BY-NC-ND,430 x 640,MA_I339462.2018x3001.jpg,JPEG,340460,"Postcard, ’Field Service Post Card’, WWI",1338874,0.21 MB,09e1-019c-5bc0-ecf1-cecb
2015-03-17T13:05:09.235Z,2015-03-17T13:05:09.235Z,55082685672e6c294f8a2918,not-selected,ANZAC Day Display in Qatar,,Philatelic,Creative Commons BY-NC-ND,640 x 418,MA_I339461.3012x1968.jpg,JPEG,340459,"Postcard, ’Field Service Post Card’, WWI",1338874,0.18 MB,4bf7-57e2-a402-1d09-1cfd
2015-03-17T13:10:31.198Z,2015-03-17T13:10:31.198Z,550827c790e4bd558c1224df,not-selected,ANZAC Day Display in Qatar,,History,No known copyright restrictions,3096 x 4000,MA_I170104.jpg,JPEG,165992,"Poster, ’ANZAC’",592912,14.99 MB,b918-522f-5d1e-4d80-669e
2015-03-17T12:58:08.840Z,2015-03-17T12:58:08.840Z,550824e0e085575e9cf4de79,not-selected,ANZAC Day Display Qatar,,Archives - Collected,No known copyright restrictions,6108 x 4026,MA_I237826.6108x4026.jpg,JPEG,236467,Gallipoli Military Campaign: Mule Gully Headquarters,909457,2.95 MB,8489-a0fb-f250-2aa9-cd48
2015-03-17T12:42:42.974Z,2015-03-17T12:42:42.974Z,5508214296773d5f0bc9ed70,not-selected,ANZAC Display in Qatar,,Photography,No known copyright restrictions,5964 x 3755,MA_I336218.5964x3755.jpg,JPEG,337122,"ANZAC from Number 3 Outpost.  From the album: Photograph album of Major J.M. Rose, 1st NZEF",1389614,17.94 MB,f5d1-e52b-7e1a-8a38-d6c1
2015-03-17T12:54:47.225Z,2015-03-17T12:54:47.225Z,550824173bc696293d06aa28,not-selected,ANZAC Display in Qatar,,Archives - Collected,No known copyright restrictions,6156 x 3768,MA_I237824.6156x3768.jpg,JPEG,236463,Gallipoli Military Campaign: Otago Gully Headquarters,909455,3.03 MB,d1fa-a63b-c91e-cc9f-9da6
2014-06-30T20:38:13.301Z,2014-06-30T20:38:13.301Z,53b1cab50727197c27126455,Research,Archaeological Assessment of site within image,,Photography,No known copyright restrictions,15905 x 6233,MA_I257604.15905x6233.jpg,JPEG,256497,Dunedin from Logans Point,952120,20.78 MB,e181-72d5-8785-1e49-939d
2014-09-23T10:10:17.310Z,2014-09-23T10:10:17.310Z,5421470980a7bd176439242c,Research,Archaeological excavation in vicinity ,,Art,No known copyright restrictions,3000 x 1547,MA_I080939.jpg,JPEG,77045,Tauranga Harbour and camp at 64th &amp; 43rd regiments,380276,4.04 MB,de12-a843-2273-5cb5-9907
2014-08-04T22:09:57.744Z,2014-08-04T22:09:57.744Z,53e004b573f4bb6f255cecfa,Research,archaeological research ,,Photography,No known copyright restrictions,640 x 489,MA_I010077.647x495.jpg,JPEG,108,Tauranga,22549,0.04 MB,617f-0041-1f87-038d-4571
2014-08-01T05:31:22.634Z,2014-08-01T05:31:22.634Z,53db262a3831440427cc31c7,Research,Architectural history paper on Renaissance Revival (Architecture) - New Zealand ,,Photography,No known copyright restrictions,7990 x 6208,MA_I213336.7990x6208.jpg,JPEG,211726,"Court House, Oamaru",23333,9.59 MB,f1a6-6646-6f6b-3278-9d89
2014-09-09T05:24:58.986Z,2014-09-09T05:24:58.986Z,540e8f2ae86170542d2f9cac,Research,Architecture masters,,Photography,No known copyright restrictions,640 x 485,MA_I016021.640x640.jpg,JPEG,8092,Nuku &quot;Festival&quot;,122563,0.18 MB,9015-9246-feb2-083a-7afe
2014-11-11T01:27:51.021Z,2014-11-11T01:27:51.021Z,54616617709a3930314ad70d,Other,Armistice Day post on a Facebook page...Thanks for putting your collections online!,,History,No known copyright restrictions,1877 x 2400,MA_I005252.1988x2542.jpg,JPEG,9653,"Poster, ’The British Empire And Allies’ Glorious Triumph’",592911,2.67 MB,5255-1b00-1594-206b-8eec
2014-11-11T01:29:31.143Z,2014-11-11T01:29:31.143Z,5461667bbcb79c343b12a281,Other,Armistice Day post on a Facebook page...Thanks for putting your collections online!,,History,No known copyright restrictions,1877 x 2400,MA_I005252.1988x2542.jpg,JPEG,9653,"Poster, ’The British Empire And Allies’ Glorious Triumph’",592911,2.67 MB,8f21-1f0c-91fc-8342-dab8
2014-10-08T17:37:31.350Z,2014-10-08T17:37:31.350Z,5435765bbcb79c214ec86f2a,Blog,Arrival 1863 Lancahire Witch,[redacted],Photography,No known copyright restrictions,3752 x 2992,MA_I250406.3752x2992.jpg,JPEG,249186,Timaru,1183114,2.75 MB,ec8e-aea8-2836-11fe-87df
2014-07-05T20:51:42.215Z,2014-07-05T20:51:42.215Z,53b8655e05cd6660afe52355,School,Art course. Looking at drawings of horses and skeletal structures. George Stubbs etc.,,Land Mammals,Creative Commons BY-NC-ND,3499 x 2721,MA_I006712.3499x2721.jpg,JPEG,16019,"Horse, Equus caballus",70426,2.53 MB,c47c-fe12-b162-187a-3643
2014-07-05T20:51:48.379Z,2014-07-05T20:51:48.379Z,53b8656436bf5a5d5466c694,School,Art course. Looking at drawings of horses and skeletal structures. George Stubbs etc.,,Land Mammals,Creative Commons BY-NC-ND,4992 x 3328,MA_I146046.4992x3328.jpg,JPEG,141279,"Horse, Equus caballus",70426,12.85 MB,2cd7-1621-1f24-49b8-93bd
2015-01-05T00:46:08.109Z,2015-01-05T00:46:08.109Z,54a9ded096773d3b18ae214e,School,"Art History Project
",,Pacific Cultures,No known copyright restrictions,5348 x 3870,MA_I144437.5348x3870.jpg,JPEG,139663,Hiapo (tapa cloth),83487,26.55 MB,5c3a-123e-3535-e12b-4d20
2014-08-15T00:56:57.138Z,2014-08-15T00:56:57.138Z,53ed5ad905cd662fd25151ed,Book,Article in Art New Zealand,,Art,No known copyright restrictions,1845 x 2400,MA_I081272.jpg,JPEG,77454,Tired,37216,6.64 MB,6269-918e-c618-56e4-fc13
2015-01-22T00:40:20.489Z,2015-01-22T00:40:20.489Z,54c046f4c2266c4e9ec30c81,Other,Article in Engineering Insight magazine about the upgrade of the Carillon,,Photography,No known copyright restrictions,1798 x 3000,MA_I164485.3000x3000.jpg,JPEG,160034,"Carillon, Wellington",121633,1.97 MB,132d-8f7c-3d47-f6d2-17aa
2015-01-22T00:41:08.640Z,2015-01-22T00:41:08.640Z,54c047246f31a220649f6dc0,Other,Article in Engineering Insight magazine about the upgrade of the Carillon,,Photography,No known copyright restrictions,377 x 640,MA_I010767.640x640.jpg,JPEG,1032,"Carillon, Wellington",121634,0.09 MB,3c21-e49d-5cd6-2baa-0b10
2014-10-12T22:43:05.396Z,2014-10-12T22:43:05.396Z,543b03f9c9e16375cc5f66ef,Other,Article in monthly Member journal about addition of Trans-Tasman cable 1 & 2 to the IPENZ Engineering Heritage Register,,Photography,No known copyright restrictions,4228 x 3066,MA_I249654.4228x3066.jpg,JPEG,248429,Cable Bay,1187608,3.03 MB,d40f-ef45-1c55-90f0-e447
2014-06-16T12:50:51.576Z,2014-06-16T12:50:51.576Z,539ee82bce5e431ca8383df4,School,ARTStor research,,Art,Creative Commons BY-NC-ND,4482 x 3798,MA_I116760.jpg,JPEG,111367,Man from the city,39398,13.30 MB,ae7b-f96d-d91a-8f1b-9703
2014-06-05T23:59:06.189Z,2014-06-05T23:59:06.189Z,5391044a00111c0b21189297,School,As a primary  source in studies of WWI propaganda at Year 9 Australian History level.,,History,No known copyright restrictions,3276 x 4734,MA_I121268.3276x4734.jpg,JPEG,116079,"Poster, ’There Are Three Types Of Men’",894179,3.14 MB,7072-e34b-e954-9527-c427
2015-01-07T05:27:39.764Z,2015-01-07T05:27:39.764Z,54acc3cb96773d3aeb4e4381,Print,as a project just for my class,,Pacific Cultures,Creative Commons BY-NC-ND,2294 x 3000,MA_I006616.3000x3000.jpg,JPEG,17905,Bure kalou (model spirit house),206948,2.44 MB,745e-4214-b606-b4b2-0832
2014-06-10T01:29:22.687Z,2014-06-10T01:29:22.687Z,53965f7236bf5a106657f9fe,Other,as a prompt for fiction writing,,Photography,No known copyright restrictions,6594 x 4709,MA_I259793.6594x4709.jpg,JPEG,258722,"Ballarat Street, Queenstown, NZ, flooded 1878",18969,21.18 MB,a3fa-78c2-bd3a-eaa5-e047
2014-10-15T11:49:16.744Z,2014-10-15T11:49:16.744Z,543e5f3c2481961a4a7dace7,Other,as a reference..... plant for building a healthy water ecology. art terranium,,Plants,Creative Commons BY-NC-ND,5484 x 7320,MA_I219547.5484x7320.jpg,JPEG,217946,Rorippa nasturtium-aquaticum (L.) Hayek,1115954,3.35 MB,294b-0383-d39d-b580-721b
2014-10-15T09:25:22.467Z,2014-10-15T09:25:22.467Z,543e3d827d8cb91f6cbfd65d,Other,as a theatre prop,,Archives - Collected,No known copyright restrictions,4846 x 6488,MA_I271290.4846x6488.jpg,JPEG,270382,The Camp Courier The &quot;Soldier Boys&quot; Own Paper,909407,8.70 MB,a18f-18fa-f9c6-94fc-9d20
2014-06-03T04:48:47.929Z,2014-06-03T04:48:47.929Z,538d53afd97b854fcc9c0542,Book,"As an illustration for a reprint of 'The Diggers' Story' (1914), by [redacted] Museum",,Art,No known copyright restrictions,6663 x 4854,MA_I276372.6663x4854.jpg,JPEG,275628,"Hut of the &quot;Italian party&quot;, old diggings on Buller",39171,6.90 MB,c987-f966-7fc4-e0e1-06b9
2014-06-03T04:37:20.433Z,2014-06-03T04:37:20.433Z,538d5100ce5e4359e60e1115,Book,As an illustration for a reprint of 'The Diggers' Story' ([redacted] Museum),,Art,No known copyright restrictions,2817 x 1921,MA_I310869.jpg,JPEG,310941,"Coal mine and Brunnerton, River Grey.",158513,1.48 MB,9ec7-53ad-f533-2bdb-52ac
2014-06-03T04:21:39.046Z,2014-06-03T04:21:39.046Z,538d4d5373f4bb1839b135e1,Book,As an illustration in a reprint of 'The Diggers' Story' by [redacted] Museum,,Art,No known copyright restrictions,6563 x 4316,MA_I276355.6563x4316.jpg,JPEG,275590,Mount Rochfort from the Buller,37206,4.46 MB,0b8f-a669-8cae-2f10-34d6
2014-06-03T04:31:10.998Z,2014-06-03T04:31:10.998Z,538d4f8e36bf5a0ca1271794,Book,As an illustration in a reprint of 'The Diggers' Story' by [redacted] Museum,,Art,No known copyright restrictions,7119 x 1926,MA_I277362.7119x1926.jpg,JPEG,276594,"On the River Grey, N.Z. (miners’ camp).",42466,1.73 MB,9d22-a5d9-9a18-57dd-45dc
2014-06-03T04:19:52.837Z,2014-06-03T04:19:52.837Z,538d4ce8d97b854fba0fca66,Book,As an illustration in the reprint of 'The Diggers' Story' (reprinted by [redacted] Museum),,Art,No known copyright restrictions,2400 x 1694,MA_I081627.jpg,JPEG,78012,Otira Gorge Road,36464,3.03 MB,5924-1868-5101-0de8-540b
2014-06-08T05:38:39.630Z,2014-06-08T05:38:39.630Z,5393f6dfd97b8503f48628bc,Research,as before. [redacted],,Plants,Creative Commons BY-NC-ND,1996 x 3000,MA_I035608.3000x3000.jpg,JPEG,32985,Olearia colensoi Hook.f.; isotype (possible),705216,2.54 MB,c836-1ac0-7fee-2092-9530
2014-09-02T05:23:14.193Z,2014-09-02T05:23:14.193Z,5405544280a7bd34e74364b2,Other,"As imagery for the WW100 commemoration, promoting the centenary.",,Photography,No known copyright restrictions,3436 x 4658,MA_I261423.3436x4658.jpg,JPEG,260361,Portrait of David and Edith Simpson,402361,9.51 MB,9ffe-3eb3-936f-b78a-fa65
2015-01-04T04:33:07.502Z,2015-01-04T04:33:07.502Z,54a8c2833bc696745cb3c69c,Personal,As I've gotten older I've become more interested in the history of my home town,,Photography,No known copyright restrictions,640 x 487,MA_I012927.647x493.jpg,JPEG,3943,[Dunedin from South Cemetery],23281,0.04 MB,b5e7-0658-0210-39d5-fd48
2014-11-23T07:56:06.178Z,2014-11-23T07:56:06.178Z,54719316709a392f3187f759,Book,"As part of a biography of Sir James Hector, founder of the Colonial Museum",,Photography,No known copyright restrictions,3000 x 2113,MA_I086183.jpg,JPEG,81683,"Model of N. Z. Survey Maps, New Zealand Court, Melbourne Exhibition",360740,4.69 MB,9047-dcb1-d944-419f-239e
2014-07-06T00:11:28.359Z,2014-07-06T00:11:28.359Z,53b894303831440b1f8deac8,Other,"As Part of a museum exhibition at [redacted], Greytown",,Photography,No known copyright restrictions,6000 x 2186,MA_I113977.jpg,JPEG,108564,"Ford of Waiohine River, at Greytown",439968,13.03 MB,9636-953e-d7e7-061a-15e6
2014-07-06T00:13:52.306Z,2014-07-06T00:13:52.306Z,53b894c0ce5e4371e52c3adf,Other,"As Part of a museum exhibition at [redacted], Greytown",,Photography,No known copyright restrictions,6000 x 2186,MA_I113977.jpg,JPEG,108564,"Ford of Waiohine River, at Greytown",439968,13.03 MB,0440-3ecc-8812-08a9-f929
2015-03-27T07:12:00.191Z,2015-03-27T07:12:00.191Z,551502c0e0855757e5da3462,School,As part of our education programme to go with the exhibition by [Redacted] which looks at Pure Te Manihera McGregor,,Photography,No known copyright restrictions,375 x 640,MA_I014446.640x640.jpg,JPEG,5981,"Canoe tiki memorial to Te Pura Manihera (Mrs Gregor McGregor) near Virginia Lake, Wanganui (3)",126539,0.14 MB,b705-8e05-d557-1d15-c692
2014-10-23T22:59:54.606Z,2014-10-23T22:59:54.606Z,5449886a33e4064609dec0ca,Personal,As part of our WW100 project re local & district WW servicemen,,Photography,No known copyright restrictions,640 x 487,MA_I014054.647x493.jpg,JPEG,5469,S.S. Manuka at Dunedin Wharf,15973,0.04 MB,d95d-2d74-a18f-ecdb-a906
2014-10-23T23:02:06.972Z,2014-10-23T23:02:06.972Z,544988ee33e4064623199998,Personal,As part of our WW100 project re local & district WW1 personnel,,Photography,No known copyright restrictions,640 x 488,MA_I017232.640x640.jpg,JPEG,9689,S.S. &quot;Maunganui&quot; U.S.S.Co,18977,0.16 MB,3eb9-4816-7bd3-840c-7f12
2014-10-23T23:07:13.896Z,2014-10-23T23:07:13.896Z,54498a2133e40645f05e4cc8,Personal,As part of our WW100 project re local & district WW1 service personnel ,,Photography,No known copyright restrictions,6634 x 4257,MA_I258743.6634x4257.jpg,JPEG,257655,H.M.N.Z.T. S.S. Tahiti No 4,862956,4.18 MB,62e0-9738-efc9-c452-63ed
2014-10-22T00:14:31.225Z,2014-10-22T00:14:31.225Z,5446f6e7383144231a581806,Personal,As part of our WW100 Project regarding local servicemen  ,,Photography,No known copyright restrictions,6683 x 4248,MA_I258742.6683x4248.jpg,JPEG,257654,N.Z. Hospital Ship S.S. Marama,862724,4.60 MB,208d-7dd8-9feb-e821-4817
2015-03-13T04:20:56.614Z,2015-03-13T04:20:56.614Z,550265a82fd4b1542c0c58d3,Personal,As per the other example just downloaded of a print which may have been helped to be preserved by Louis Cohen of Whanganui in the 1920's/30's,,Art,No known copyright restrictions,7234 x 4034,MA_I278352.7234x4034.jpg,JPEG,277656,Kapiti,39296,4.96 MB,2fe6-de6b-4290-1fa4-29f0
